timestamp,seed,L_m,Np,Nt,td_fixed_count,tl_fixed_count,cond_n_throats,cond_n_positive,dir_rate,dir_D_eff,neu_rate_imposed,neu_rate_calc,neu_D_eff,porosity,tau_dir,tau_neu,density,error
2025-11-19T21:49:34.620922,100,1e-08,122,170,152,70,170,170,1.4860299335363053e-14,1.486029933536305e-06,1e-12,9.999999999999984e-13,1.45339946074943e-06,0.3087436836710373,4.352022170743865,4.449730023846486,10000000000000.0,
2025-11-19T21:49:41.773857,101,1e-08,126,173,157,76,173,173,1.5810833061156873e-14,1.5810833061156871e-06,1e-12,9.999999999999967e-13,1.5140706092048387e-06,0.3138651769300675,4.158234294421196,4.342277556843869,10000000000000.0,
2025-11-19T21:49:50.157412,102,1e-08,119,164,152,70,164,164,1.3534100993698245e-14,1.3534100993698243e-06,1e-12,9.99999999999999e-13,1.3099016262353033e-06,0.3191558044749708,4.939624200570472,5.103694160116078,10000000000000.0,
2025-11-19T21:50:10.623639,103,1e-08,117,158,154,72,158,158,1.6817060960152474e-14,1.6817060960152475e-06,1e-12,9.999999999999972e-13,1.6298331758364897e-06,0.32361434082516516,4.03086483823269,4.159155716774716,10000000000000.0,
2025-11-19T21:50:19.668193,104,1e-08,124,172,156,72,172,172,1.4559474796581802e-14,1.45594747965818e-06,1e-12,9.999999999999965e-13,1.4247809262789408e-06,0.30365415594910966,4.368718842874278,4.464282944347008,10000000000000.0,
2025-11-19T21:50:25.306174,105,1e-08,120,168,148,68,168,168,1.826188472968494e-14,1.826188472968494e-06,1e-12,9.999999999999961e-13,1.7744044526822661e-06,0.2929416761159873,3.360130465214594,3.458192135377795,10000000000000.0,
2025-11-19T21:50:31.818316,106,1e-08,128,178,163,74,178,178,1.6098199637347923e-14,1.6098199637347923e-06,1e-12,9.999999999999986e-13,1.562235816733609e-06,0.31567130568953444,4.107507574991605,4.23261816467552,10000000000000.0,
2025-11-19T21:50:38.036362,107,1e-08,122,166,155,75,166,166,1.503845734533295e-14,1.503845734533295e-06,1e-12,1.0000000000000036e-12,1.4486358786178029e-06,0.31708247213998303,4.416614790298028,4.584939122040551,10000000000000.0,
2025-11-19T21:50:43.702194,100,1.5848931924611143e-08,86,134,89,34,134,134,6.607320380723249e-15,4.181848342229905e-07,1e-12,9.999999999999982e-13,4.0097331379614524e-07,0.08810079809865809,4.412981829088559,4.602406222885672,10000000000000.0,
2025-11-19T21:50:48.944928,101,1.5848931924611143e-08,85,132,89,35,132,132,7.6762080948836e-15,4.858359553723798e-07,1e-12,9.99999999999995e-13,4.7476060328613426e-07,0.09517925504502915,4.103677508715885,4.19940927951331,10000000000000.0,
2025-11-19T21:50:54.237639,102,1.5848931924611143e-08,83,128,98,35,128,128,7.355899045595116e-15,4.655632307338682e-07,1e-12,9.99999999999998e-13,4.514778616628588e-07,0.10471966870803896,4.7116189693943715,4.8586137563844956,10000000000000.0,
2025-11-19T21:50:59.958342,103,1.5848931924611143e-08,89,130,113,44,130,130,8.097959666929904e-15,5.125290928436649e-07,1e-12,1.0000000000000036e-12,4.995600714048173e-07,0.10428108625215846,4.2619426287677635,4.372586430159242,10000000000000.0,
2025-11-19T21:51:05.496278,104,1.5848931924611143e-08,86,134,89,34,134,134,8.220009587566104e-15,5.202537713649433e-07,1e-12,9.999999999999994e-13,5.053428567267929e-07,0.09962391345743779,4.011150304046363,4.1295054346043125,10000000000000.0,
2025-11-19T21:51:12.221899,105,1.5848931924611143e-08,84,132,85,32,132,132,7.91471330174291e-15,5.009312216292983e-07,1e-12,9.99999999999997e-13,4.793461676667563e-07,0.09407510617918576,3.933844525101537,4.110986332175707,10000000000000.0,
2025-11-19T21:51:17.761368,106,1.5848931924611143e-08,94,144,109,40,144,144,8.576755218549459e-15,5.428326087689532e-07,1e-12,9.999999999999967e-13,5.27460504356712e-07,0.14352472050440987,5.53836222684204,5.699770108040008,10000000000000.0,
2025-11-19T21:51:23.225438,107,1.5848931924611143e-08,82,126,92,35,126,126,6.90638327646612e-15,4.371128655991216e-07,1e-12,9.999999999999937e-13,3.933092994224322e-07,0.12407770238920719,5.945942824875043,6.608153203309261,10000000000000.0,
2025-11-19T21:51:28.867981,100,2.511886431509582e-08,86,134,89,34,134,134,4.3944593954485575e-15,1.7507806356368755e-07,1e-12,9.999999999999937e-13,1.694609149060734e-07,0.035484829425823414,4.245526565495786,4.3862537288151735,10000000000000.0,
2025-11-19T21:51:43.537101,101,2.511886431509582e-08,88,135,92,37,135,135,5.434526167577808e-15,2.1651498675608798e-07,1e-12,9.99999999999995e-13,2.0573235212403036e-07,0.039407437978506425,3.812508435175448,4.012325746666405,10000000000000.0,
2025-11-19T21:51:52.746843,102,2.511886431509582e-08,83,128,92,34,128,128,5.120957771602108e-15,2.0402222197617962e-07,1e-12,9.999999999999947e-13,1.9752490690177769e-07,0.0594656437738683,6.105331182003627,6.306157806581022,10000000000000.0,
