L,d_mean,d_std,d_sem,d_n,d_cov,n_mean,n_std,n_sem,n_n,n_cov
1e-05,5.402040235672096e-10,4.4950720328036196e-10,3.178495916317438e-10,2,0.8321063592086266,4.751036080327968e-10,3.9347553641916745e-10,2.7822922003300763e-10,2,0.8281889039916647
2e-05,3.9210087954262766e-10,2.485861554958436e-10,1.7577695626020454e-10,2,0.633985202445378,3.447429503989267e-10,2.1487799753341547e-10,1.519416891836643e-10,2,0.6232991777925111
