timestamp,seed,L_m,Np,Nt,td_fixed_count,tl_fixed_count,cond_n_throats,cond_n_positive,dir_rate,dir_D_eff,neu_rate_imposed,neu_rate_calc,neu_D_eff,porosity,tau_dir,tau_neu,density,physics_mode,t_build,t_repairs,t_phase,t_conductance,t_boundary,t_dirichlet,t_neumann,t_total
2025-11-28T20:48:19.624464,900,0.0025118864315095794,110781,214438,24024,7120,214438,214438,4.2964746355419656e-11,1.7104573819667824e-08,1e-12,1.0000000000000095e-12,1.6643025073113747e-08,0.018304782038796166,22.416761929227373,23.038429464112625,1000000000000.0,Air,18.267407100007404,0.011499499989440665,0.24013050002395175,0.01032080000732094,0.02844699998968281,2.5746144000149798,1.8152958000137005,22.952514700009488
2025-11-28T20:48:24.100203,901,0.001584893192461114,25558,49182,4266,1272,49182,49182,2.6110940858185213e-11,1.64800950208517e-08,1e-12,9.999999999999937e-13,1.5879802872123926e-08,0.021188484191351203,26.93151300118909,27.949584569089573,1000000000000.0,Air,3.444833799992921,0.0007818999874871224,0.0242003999883309,0.0004698999982792884,0.005628799990518019,0.8181917000038084,0.1799819000007119,4.4752787000034004
2025-11-28T20:48:24.999615,902,0.001,7325,13524,3574,1122,13524,13524,1.533536859656597e-11,1.533536859656597e-08,1e-12,9.999999999999992e-13,1.3754508076848358e-08,0.0159404826106808,21.77347876468377,24.275991596381154,1000000000000.0,Air,0.6309197999944445,0.000966899999184534,0.035825900005875155,0.0006226999976206571,0.0031159000063780695,0.15004259999841452,0.07744260001345538,0.8992653000168502
