Np,Nt,porosity_net,pore_diam_mean,pore_diam_var,pore_diam_skew,pore_diam_kurtosis,throat_diam_mean,throat_diam_var,coord_mean,coord_var,fraction_dangling,n_clusters,frac_isolated_clusters,geodesic_mean,geodesic_median,geodesic_std,accessible_porosity_fraction,tortuosity_metric,path_tortuosity,molar_flow_rate,D_eff,D_AB
3039,6074,0.027254959560186483,3.033109181963074e-06,1.0743181538418657e-11,2.4075519901600657,9.075930408092887,8.118990707293063e-07,6.89520351067803e-13,3.997367555116815,0.0026255151171222495,0.0,-1,,0.000290435282761532,0.00029359127520717134,1.4327251458599408e-05,,,1.1617411310461279,7.22514367611193e-12,2.890057470444772e-08,2.0946939351898755e-05
3024,6044,0.029998217601717274,3.188297533517456e-06,1.1622915894546927e-11,2.2519729330833798,6.9092878607776775,8.710845040574466e-07,7.505738169557653e-13,3.997354497354497,0.0026385039612552836,0.0,-1,,0.0002889257154325292,0.0002915612670235518,1.4058367742000185e-05,,,1.1557028617301166,8.576397264762712e-12,3.4305589059050857e-08,2.0946939351898755e-05
3024,6044,0.0327618689166746,3.227596496739087e-06,1.2536287078707935e-11,2.406049121476448,8.003653260643524,8.629099061704381e-07,7.377203484901462e-13,3.997354497354497,0.0026385039612552836,0.0,-1,,0.0002889257154325292,0.0002915612670235518,1.4058367742000185e-05,,,1.1557028617301166,8.117914280799351e-12,3.24716571231974e-08,2.0946939351898755e-05
